question,passage_title,sia_score
"Hurricane Beulah was the second tropical storm, second hurricane, and only major hurricane during which was the first Atlantic hurricane season to be included in the satellite era?1967 Atlantic hurricane season",1935 Labor Day hurricane,2.1
"Hurricane Beulah was the second tropical storm, second hurricane, and only major hurricane during which was the first Atlantic hurricane season to be included in the satellite era?1967 Atlantic hurricane season",Hurricane Gonzalo,1.64
"Hurricane Beulah was the second tropical storm, second hurricane, and only major hurricane during which was the first Atlantic hurricane season to be included in the satellite era?1967 Atlantic hurricane season",1967 Atlantic hurricane season,1.95
What is the former leader of the school of Soviet and Russian humorists's son the head of?Moscow Satyricon Theatre,Arkady Raikin,1.79
What is the former leader of the school of Soviet and Russian humorists's son the head of?Moscow Satyricon Theatre,Konstantin Raikin,1.33
What is the former leader of the school of Soviet and Russian humorists's son the head of?Moscow Satyricon Theatre,Omar Treviño Morales,0.24
What is the former leader of the school of Soviet and Russian humorists's son the head of?Moscow Satyricon Theatre,National anthem of Russia,0.65
What is the former leader of the school of Soviet and Russian humorists's son the head of?Moscow Satyricon Theatre,People's National Congress (Papua New Guinea),0.2
What is the former leader of the school of Soviet and Russian humorists's son the head of?Moscow Satyricon Theatre,Kim Pyong-il,0.31
What is the former leader of the school of Soviet and Russian humorists's son the head of?Moscow Satyricon Theatre,Héctor Beltrán Leyva,0.15
What is the former leader of the school of Soviet and Russian humorists's son the head of?Moscow Satyricon Theatre,Carole James,0.14
What is the former leader of the school of Soviet and Russian humorists's son the head of?Moscow Satyricon Theatre,Nimal Siripala de Silva,0.18
What is the former leader of the school of Soviet and Russian humorists's son the head of?Moscow Satyricon Theatre,Servando Gómez Martínez,0.18
"What was the population of the town where The Boulder Dam Hotel is located?15,023",Arizona Charlie's Boulder,1.45
"What was the population of the town where The Boulder Dam Hotel is located?15,023","Fontana Dam, North Carolina",0.95
"What was the population of the town where The Boulder Dam Hotel is located?15,023",Lost City Museum,1.08
"What was the population of the town where The Boulder Dam Hotel is located?15,023","Beaver Dam (town), Wisconsin",1.06
"What was the population of the town where The Boulder Dam Hotel is located?15,023","Boulder Junction (CDP), Wisconsin",1.25
"What was the population of the town where The Boulder Dam Hotel is located?15,023",Boulder Dam Hotel,1.69
"What was the population of the town where The Boulder Dam Hotel is located?15,023","Beaver Dam, Wisconsin",1.01
"What was the population of the town where The Boulder Dam Hotel is located?15,023","Sinnipee, Wisconsin",0.92
"What was the population of the town where The Boulder Dam Hotel is located?15,023","Boulder City, Nevada",1.9
"What was the population of the town where The Boulder Dam Hotel is located?15,023","Erie, Colorado",0.93
How many awards did the alphabetically first animator of The Country Cousin receive?over 80,List of awards and nominations received by 2NE1,0.44
How many awards did the alphabetically first animator of The Country Cousin receive?over 80,The Country Cousin,1.18
How many awards did the alphabetically first animator of The Country Cousin receive?over 80,Perry Index,0.57
How many awards did the alphabetically first animator of The Country Cousin receive?over 80,Rungtham Pumseenil,0.66
How many awards did the alphabetically first animator of The Country Cousin receive?over 80,Art Babbitt,1.3
How many awards did the alphabetically first animator of The Country Cousin receive?over 80,The Old Mill Pond,1.73
How many awards did the alphabetically first animator of The Country Cousin receive?over 80,SimFarm,0.92
How many awards did the alphabetically first animator of The Country Cousin receive?over 80,Wan Laiming,0.86
How many awards did the alphabetically first animator of The Country Cousin receive?over 80,Shannon Worrell,0.42
How many awards did the alphabetically first animator of The Country Cousin receive?over 80,Our Country Cousin,0.64
Rubi Lira Miranda Palmieri was born in a city whose name honors what Apostle?Saint Paul of Tarsus,Miranda State Anthem,0.64
Rubi Lira Miranda Palmieri was born in a city whose name honors what Apostle?Saint Paul of Tarsus,Agathangelos,0.46
Rubi Lira Miranda Palmieri was born in a city whose name honors what Apostle?Saint Paul of Tarsus,Unknown God,0.55
Rubi Lira Miranda Palmieri was born in a city whose name honors what Apostle?Saint Paul of Tarsus,Rubi Palmieri,1.12
Rubi Lira Miranda Palmieri was born in a city whose name honors what Apostle?Saint Paul of Tarsus,Lyo and Merly,0.33
Rubi Lira Miranda Palmieri was born in a city whose name honors what Apostle?Saint Paul of Tarsus,São Paulo,1.11
Rubi Lira Miranda Palmieri was born in a city whose name honors what Apostle?Saint Paul of Tarsus,Fresnosaurus,0.21
Rubi Lira Miranda Palmieri was born in a city whose name honors what Apostle?Saint Paul of Tarsus,José Santos Lira Calvo,0.59
Rubi Lira Miranda Palmieri was born in a city whose name honors what Apostle?Saint Paul of Tarsus,Naraboryctes,0.27
Rubi Lira Miranda Palmieri was born in a city whose name honors what Apostle?Saint Paul of Tarsus,Stangerochampsa,0.28
Are both Mariqueen Maandig and Pelle Almqvist from the same country?no,How to Destroy Angels (band),0.72
Are both Mariqueen Maandig and Pelle Almqvist from the same country?no,Pelle Almqvist,1.1
Are both Mariqueen Maandig and Pelle Almqvist from the same country?no,Mariqueen Maandig,1.07
Are both Mariqueen Maandig and Pelle Almqvist from the same country?no,Barna Hedenhös,1.17
Are both Mariqueen Maandig and Pelle Almqvist from the same country?no,Bao (musician),0.97
Are both Mariqueen Maandig and Pelle Almqvist from the same country?no,An Omen EP,1.11
Are both Mariqueen Maandig and Pelle Almqvist from the same country?no,Idolerna,1.16
Are both Mariqueen Maandig and Pelle Almqvist from the same country?no,Kärleken är,0.96
Are both Mariqueen Maandig and Pelle Almqvist from the same country?no,Göte Almqvist,0.7
"What is the title of Erika Mitchell's novel that reached number 1 on the ""USA Today"" best seller list?Fifty Shades Darker",Chuck Wendig,0.7
"What is the title of Erika Mitchell's novel that reached number 1 on the ""USA Today"" best seller list?Fifty Shades Darker",1636: The Kremlin Games,0.83
"What is the title of Erika Mitchell's novel that reached number 1 on the ""USA Today"" best seller list?Fifty Shades Darker",E. L. James,1.42
"What is the title of Erika Mitchell's novel that reached number 1 on the ""USA Today"" best seller list?Fifty Shades Darker",What to Expect When You're Expecting,1.26
"What is the title of Erika Mitchell's novel that reached number 1 on the ""USA Today"" best seller list?Fifty Shades Darker",Fifty Shades Darker,1.31
"What is the title of Erika Mitchell's novel that reached number 1 on the ""USA Today"" best seller list?Fifty Shades Darker",Lauren Kate,1.94
"What is the title of Erika Mitchell's novel that reached number 1 on the ""USA Today"" best seller list?Fifty Shades Darker",A Wolf at the Table,1.1
"What is the title of Erika Mitchell's novel that reached number 1 on the ""USA Today"" best seller list?Fifty Shades Darker",Women Who Run With the Wolves,1.05
"What is the title of Erika Mitchell's novel that reached number 1 on the ""USA Today"" best seller list?Fifty Shades Darker",Seizure (Cook novel),1.21
"What is the title of Erika Mitchell's novel that reached number 1 on the ""USA Today"" best seller list?Fifty Shades Darker",Kill the Messenger (novel),1.25
Does the London Avenue Canal or  Riverside Canal run through the 4th ward?London Avenue Canal,Orleans Canal,1.29
Does the London Avenue Canal or  Riverside Canal run through the 4th ward?London Avenue Canal,16th Ward of New Orleans,1.38
Does the London Avenue Canal or  Riverside Canal run through the 4th ward?London Avenue Canal,London Avenue Canal,1.29
Does the London Avenue Canal or  Riverside Canal run through the 4th ward?London Avenue Canal,Riverside Canal (El Paso),1.39
Does the London Avenue Canal or  Riverside Canal run through the 4th ward?London Avenue Canal,"Lake Terrace/Lake Oaks, New Orleans",0.88
Does the London Avenue Canal or  Riverside Canal run through the 4th ward?London Avenue Canal,"St. Anthony, New Orleans",1.02
Does the London Avenue Canal or  Riverside Canal run through the 4th ward?London Avenue Canal,"Dillard, New Orleans",1.2
Does the London Avenue Canal or  Riverside Canal run through the 4th ward?London Avenue Canal,New Orleans Outfall Canals,1.8
Does the London Avenue Canal or  Riverside Canal run through the 4th ward?London Avenue Canal,17th Street Canal,1.4
Does the London Avenue Canal or  Riverside Canal run through the 4th ward?London Avenue Canal,"Filmore, New Orleans",1.18
What was the school at a university in South Carolina that had a dean born in 1930?School of Fine Arts,Bob Jones University,1.37
What was the school at a university in South Carolina that had a dean born in 1930?School of Fine Arts,Daniel E. Hydrick,0.8
What was the school at a university in South Carolina that had a dean born in 1930?School of Fine Arts,Stewart Cleveland Cureton,0.52
What was the school at a university in South Carolina that had a dean born in 1930?School of Fine Arts,University of South Carolina School of Law,0.59
What was the school at a university in South Carolina that had a dean born in 1930?School of Fine Arts,W. Brantley Harvey Jr.,0.87
What was the school at a university in South Carolina that had a dean born in 1930?School of Fine Arts,Dwight Gustafson,0.75
What was the school at a university in South Carolina that had a dean born in 1930?School of Fine Arts,University of South Carolina Upstate,1.38
What was the school at a university in South Carolina that had a dean born in 1930?School of Fine Arts,John Belton O'Neall,0.55
What was the school at a university in South Carolina that had a dean born in 1930?School of Fine Arts,Burnet R. Maybank Jr.,0.81
What was the school at a university in South Carolina that had a dean born in 1930?School of Fine Arts,South Carolina Highway Patrol,0.62
What is the name of Robert Dr Niros characters wife?Ruth Madoff,On Cheong Jewellery,0.38
What is the name of Robert Dr Niros characters wife?Ruth Madoff,David Sillar,0.44
What is the name of Robert Dr Niros characters wife?Ruth Madoff,DR Studios,0.44
What is the name of Robert Dr Niros characters wife?Ruth Madoff,Robert Dulhunty,0.36
What is the name of Robert Dr Niros characters wife?Ruth Madoff,Ruth Madoff,1.5
What is the name of Robert Dr Niros characters wife?Ruth Madoff,Dr. Jekyll and Sister Hyde,0.63
What is the name of Robert Dr Niros characters wife?Ruth Madoff,The Wizard of Lies,1.12
What is the name of Robert Dr Niros characters wife?Ruth Madoff,Dr. Jekyll and Mr. Hyde (disambiguation),1.18
What is the name of Robert Dr Niros characters wife?Ruth Madoff,Henry Killigrew (playwright),0.48
What is the name of Robert Dr Niros characters wife?Ruth Madoff,Eugene Chantrelle,0.77
"A 1991 TV film starring an Irish born actress known for her role as Detective Sergeant Jane Penhaligon in Cracker, was based on a novel by what author?Catherine Cookson",Bombaiyer Bombete (film),0.62
"A 1991 TV film starring an Irish born actress known for her role as Detective Sergeant Jane Penhaligon in Cracker, was based on a novel by what author?Catherine Cookson",Derrick (TV series),0.59
"A 1991 TV film starring an Irish born actress known for her role as Detective Sergeant Jane Penhaligon in Cracker, was based on a novel by what author?Catherine Cookson",Donald Brockett,0.82
"A 1991 TV film starring an Irish born actress known for her role as Detective Sergeant Jane Penhaligon in Cracker, was based on a novel by what author?Catherine Cookson",Jane's House,0.54
"A 1991 TV film starring an Irish born actress known for her role as Detective Sergeant Jane Penhaligon in Cracker, was based on a novel by what author?Catherine Cookson",Adventures in Dinosaur City,1.15
"A 1991 TV film starring an Irish born actress known for her role as Detective Sergeant Jane Penhaligon in Cracker, was based on a novel by what author?Catherine Cookson",Safari (1991 film),1.03
"A 1991 TV film starring an Irish born actress known for her role as Detective Sergeant Jane Penhaligon in Cracker, was based on a novel by what author?Catherine Cookson",The Black Velvet Gown,1.77
"A 1991 TV film starring an Irish born actress known for her role as Detective Sergeant Jane Penhaligon in Cracker, was based on a novel by what author?Catherine Cookson",Joyce Burditt,1.26
"When was the singer who performed ""I Should Be So Lucky"" born? 28 May 1968",Janelle Jamer,0.72
"When was the singer who performed ""I Should Be So Lucky"" born? 28 May 1968",Día de Suerte,0.86
"When was the singer who performed ""I Should Be So Lucky"" born? 28 May 1968",Emiri Katō,0.62
"When was the singer who performed ""I Should Be So Lucky"" born? 28 May 1968",Erika Belle,0.63
"When was the singer who performed ""I Should Be So Lucky"" born? 28 May 1968",Peter Badie,0.52
"When was the singer who performed ""I Should Be So Lucky"" born? 28 May 1968",Mai Aizawa,0.64
"When was the singer who performed ""I Should Be So Lucky"" born? 28 May 1968",Johnny Colla,0.6
"When was the singer who performed ""I Should Be So Lucky"" born? 28 May 1968",Kylie Minogue,0.86
"When was the singer who performed ""I Should Be So Lucky"" born? 28 May 1968",Dira Sugandi,1.06
"When was the singer who performed ""I Should Be So Lucky"" born? 28 May 1968",I Should Be So Lucky,1.32
Grassmann's law is named after a linguist born in which year ?1809,Salikoko Mufwene,1.08
Grassmann's law is named after a linguist born in which year ?1809,Julien Klener,1.24
Grassmann's law is named after a linguist born in which year ?1809,Elias Riggs,0.66
Grassmann's law is named after a linguist born in which year ?1809,Tsutomu Miura,1.0
Grassmann's law is named after a linguist born in which year ?1809,Franz Skutsch,0.98
Grassmann's law is named after a linguist born in which year ?1809,Hermann Grassmann,1.1
Grassmann's law is named after a linguist born in which year ?1809,Samuel Kleinschmidt,0.87
Grassmann's law is named after a linguist born in which year ?1809,Joseph Aquilina,0.89
Grassmann's law is named after a linguist born in which year ?1809,Grassmann's law,1.9
Grassmann's law is named after a linguist born in which year ?1809,Richard Carl Meister,1.18
"Julien Duvivier and Andrew Adamson, have which occupation in common?film director",The Burning Court (film),1.41
"Julien Duvivier and Andrew Adamson, have which occupation in common?film director",Julien Duvivier,1.47
"Julien Duvivier and Andrew Adamson, have which occupation in common?film director",They Were Five,1.14
"Julien Duvivier and Andrew Adamson, have which occupation in common?film director",Flesh and Fantasy,1.1
"Julien Duvivier and Andrew Adamson, have which occupation in common?film director",The Red Head (1925 film),1.44
"Julien Duvivier and Andrew Adamson, have which occupation in common?film director",The Man in the Raincoat,1.18
"Julien Duvivier and Andrew Adamson, have which occupation in common?film director",La Bandera (film),1.03
"Julien Duvivier and Andrew Adamson, have which occupation in common?film director",Andrew Adamson,0.82
"Julien Duvivier and Andrew Adamson, have which occupation in common?film director",Lydia (film),1.12
"Julien Duvivier and Andrew Adamson, have which occupation in common?film director",The Red Head (1932 film),1.4
Which of the movie in which Christian Slater starred was produced by Mark Gordon?Hard Rain,Hard Rain (film),1.42
Which of the movie in which Christian Slater starred was produced by Mark Gordon?Hard Rain,Bullet to the Head,1.11
Which of the movie in which Christian Slater starred was produced by Mark Gordon?Hard Rain,Beyond the Stars,1.85
Which of the movie in which Christian Slater starred was produced by Mark Gordon?Hard Rain,Stranded (2013 film),0.98
Which of the movie in which Christian Slater starred was produced by Mark Gordon?Hard Rain,Lies &amp; Illusions,1.33
Which of the movie in which Christian Slater starred was produced by Mark Gordon?Hard Rain,Christian Slater,1.36
Which of the movie in which Christian Slater starred was produced by Mark Gordon?Hard Rain,Heather Stephens,1.34
Which of the movie in which Christian Slater starred was produced by Mark Gordon?Hard Rain,Kuffs,1.17
Which of the movie in which Christian Slater starred was produced by Mark Gordon?Hard Rain,Michael Hawkins (American actor),1.53
Which of the movie in which Christian Slater starred was produced by Mark Gordon?Hard Rain,Bill Slater (broadcaster),0.92
"When was the writer of the book She Walks These Hills born?February 26, 1948",Gerald Wilkinson,1.2
"When was the writer of the book She Walks These Hills born?February 26, 1948",She Walks These Hills,2.0
"When was the writer of the book She Walks These Hills born?February 26, 1948",Bill Barich,0.64
"When was the writer of the book She Walks These Hills born?February 26, 1948",Sharyn McCrumb,1.36
"When was the writer of the book She Walks These Hills born?February 26, 1948",Mark Baldwin (baseball),0.19
"When was the writer of the book She Walks These Hills born?February 26, 1948",Richard Fidler,0.48
"When was the writer of the book She Walks These Hills born?February 26, 1948",Carroll Borland,0.61
"When was the writer of the book She Walks These Hills born?February 26, 1948",Pete Brown (writer),0.59
"When was the writer of the book She Walks These Hills born?February 26, 1948",Spencer Hawken,0.58
"When was the writer of the book She Walks These Hills born?February 26, 1948",Susan Warner,1.21
"Rómulo Gallegos and Louis Bromfield, have a writing related occupation?yes",Rómulo Gallegos,0.82
"Rómulo Gallegos and Louis Bromfield, have a writing related occupation?yes",1948 Venezuelan coup d'état,0.7
"Rómulo Gallegos and Louis Bromfield, have a writing related occupation?yes","Rómulo Gallegos Municipality, Apure",1.62
"Rómulo Gallegos and Louis Bromfield, have a writing related occupation?yes",The Farm (Bromfield novel),1.32
"Rómulo Gallegos and Louis Bromfield, have a writing related occupation?yes",Cantaclaro,0.74
"Rómulo Gallegos and Louis Bromfield, have a writing related occupation?yes",Rómulo Gallegos Prize,1.62
"Rómulo Gallegos and Louis Bromfield, have a writing related occupation?yes",Rómulo Gallegos Center for Latin American Studies,1.02
"Rómulo Gallegos and Louis Bromfield, have a writing related occupation?yes","Rómulo Gallegos Municipality, Cojedes",1.61
"Rómulo Gallegos and Louis Bromfield, have a writing related occupation?yes",Louis Bromfield,0.98
"Rómulo Gallegos and Louis Bromfield, have a writing related occupation?yes",1945 Venezuelan coup d'état,0.54
"""Bye Bye Bye"" is a song by American boy band NSYNC, formed in Orlando, Florida in which year?1995",(God Must Have Spent) A Little More Time on You,1.23
"""Bye Bye Bye"" is a song by American boy band NSYNC, formed in Orlando, Florida in which year?1995",Greatest Hits (NSYNC album),1.01
"""Bye Bye Bye"" is a song by American boy band NSYNC, formed in Orlando, Florida in which year?1995",Bye Bye Baby (Madonna song),1.19
"""Bye Bye Bye"" is a song by American boy band NSYNC, formed in Orlando, Florida in which year?1995",Bye Bye Boy,1.2
"""Bye Bye Bye"" is a song by American boy band NSYNC, formed in Orlando, Florida in which year?1995",Bye Bye Bye,1.34
"""Bye Bye Bye"" is a song by American boy band NSYNC, formed in Orlando, Florida in which year?1995",NSYNC discography,1.44
"""Bye Bye Bye"" is a song by American boy band NSYNC, formed in Orlando, Florida in which year?1995",NSYNC,1.62
"""Bye Bye Bye"" is a song by American boy band NSYNC, formed in Orlando, Florida in which year?1995",It's Gonna Be Me,1.31
"""Bye Bye Bye"" is a song by American boy band NSYNC, formed in Orlando, Florida in which year?1995",Monday Kiz,0.83
"""Bye Bye Bye"" is a song by American boy band NSYNC, formed in Orlando, Florida in which year?1995",Fred Hamm,0.52
Who created the National Gas Turbine Establishment and was credited with inventing the turbujeet engine?Frank Whittle,Frank Whittle,2.01
Who created the National Gas Turbine Establishment and was credited with inventing the turbujeet engine?Frank Whittle,Power Jets,2.63
Who created the National Gas Turbine Establishment and was credited with inventing the turbujeet engine?Frank Whittle,Gas turbine engine compressors,2.15
Who created the National Gas Turbine Establishment and was credited with inventing the turbujeet engine?Frank Whittle,Gas turbine locomotive,2.04
Who created the National Gas Turbine Establishment and was credited with inventing the turbujeet engine?Frank Whittle,National Gas Turbine Establishment,2.24
Who created the National Gas Turbine Establishment and was credited with inventing the turbujeet engine?Frank Whittle,R. Tom Sawyer,1.58
Who created the National Gas Turbine Establishment and was credited with inventing the turbujeet engine?Frank Whittle,GT 101,1.72
Who created the National Gas Turbine Establishment and was credited with inventing the turbujeet engine?Frank Whittle,Cheng cycle,1.79
Who created the National Gas Turbine Establishment and was credited with inventing the turbujeet engine?Frank Whittle,Turbofan,1.48
Who created the National Gas Turbine Establishment and was credited with inventing the turbujeet engine?Frank Whittle,Free-turbine turboshaft,1.27
Baga Sola is home to Chadians who fled a group who also refers to themselves as what?al-Wilāya al-Islāmiyya Gharb Afrīqiyyah,Mami (hip hop),0.39
Baga Sola is home to Chadians who fled a group who also refers to themselves as what?al-Wilāya al-Islāmiyya Gharb Afrīqiyyah,2015 Chad suicide bombings,1.24
Baga Sola is home to Chadians who fled a group who also refers to themselves as what?al-Wilāya al-Islāmiyya Gharb Afrīqiyyah,List of named highway junctions in Utah,0.37
Baga Sola is home to Chadians who fled a group who also refers to themselves as what?al-Wilāya al-Islāmiyya Gharb Afrīqiyyah,Ancient Kapisa,0.54
Baga Sola is home to Chadians who fled a group who also refers to themselves as what?al-Wilāya al-Islāmiyya Gharb Afrīqiyyah,Baga Sola,1.7
Baga Sola is home to Chadians who fled a group who also refers to themselves as what?al-Wilāya al-Islāmiyya Gharb Afrīqiyyah,Nanyang (region),0.62
Baga Sola is home to Chadians who fled a group who also refers to themselves as what?al-Wilāya al-Islāmiyya Gharb Afrīqiyyah,1948 Palestinian exodus,0.81
Baga Sola is home to Chadians who fled a group who also refers to themselves as what?al-Wilāya al-Islāmiyya Gharb Afrīqiyyah,Cuban exile,0.89
Baga Sola is home to Chadians who fled a group who also refers to themselves as what?al-Wilāya al-Islāmiyya Gharb Afrīqiyyah,Military history of Chad,0.96
Baga Sola is home to Chadians who fled a group who also refers to themselves as what?al-Wilāya al-Islāmiyya Gharb Afrīqiyyah,Boko Haram,1.21
Which footballing city beat the Netherlands in the 1974 FIFA World Cup Final?Munich,1974 FIFA World Cup Final,2.03
Which footballing city beat the Netherlands in the 1974 FIFA World Cup Final?Munich,1974 FIFA World Cup,1.21
Which footballing city beat the Netherlands in the 1974 FIFA World Cup Final?Munich,1973–74 in Belgian football,1.3
Which footballing city beat the Netherlands in the 1974 FIFA World Cup Final?Munich,1978 FIFA World Cup Final,1.41
Which footballing city beat the Netherlands in the 1974 FIFA World Cup Final?Munich,2002 FIFA World Cup Final,1.07
Which footballing city beat the Netherlands in the 1974 FIFA World Cup Final?Munich,2017 FIFA Beach Soccer World Cup Final,0.84
Which footballing city beat the Netherlands in the 1974 FIFA World Cup Final?Munich,Jack Taylor (referee),1.44
Which footballing city beat the Netherlands in the 1974 FIFA World Cup Final?Munich,Football in Munich,3.41
Which footballing city beat the Netherlands in the 1974 FIFA World Cup Final?Munich,Ghana national under-20 football team,0.93
Which footballing city beat the Netherlands in the 1974 FIFA World Cup Final?Munich,1974 FIFA World Cup qualification (AFC and OFC),1.69
"The Mazda Roadpacer AP (Anti Pollution) is a full-size sedan that was sold by Mazda in Japan, it was introduced to compete with sedans, such as which large four-door limousine, produced mainly for the Japanese market?Toyota Century",Mazda Grand Familia,2.06
"The Mazda Roadpacer AP (Anti Pollution) is a full-size sedan that was sold by Mazda in Japan, it was introduced to compete with sedans, such as which large four-door limousine, produced mainly for the Japanese market?Toyota Century",Mazda Sentia,1.9
"The Mazda Roadpacer AP (Anti Pollution) is a full-size sedan that was sold by Mazda in Japan, it was introduced to compete with sedans, such as which large four-door limousine, produced mainly for the Japanese market?Toyota Century",Nissan President,2.22
"The Mazda Roadpacer AP (Anti Pollution) is a full-size sedan that was sold by Mazda in Japan, it was introduced to compete with sedans, such as which large four-door limousine, produced mainly for the Japanese market?Toyota Century",Mazda Roadpacer AP,2.04
"The Mazda Roadpacer AP (Anti Pollution) is a full-size sedan that was sold by Mazda in Japan, it was introduced to compete with sedans, such as which large four-door limousine, produced mainly for the Japanese market?Toyota Century",Ɛ̃fini,1.2
"The Mazda Roadpacer AP (Anti Pollution) is a full-size sedan that was sold by Mazda in Japan, it was introduced to compete with sedans, such as which large four-door limousine, produced mainly for the Japanese market?Toyota Century",Toyota Carina ED,1.79
"The Mazda Roadpacer AP (Anti Pollution) is a full-size sedan that was sold by Mazda in Japan, it was introduced to compete with sedans, such as which large four-door limousine, produced mainly for the Japanese market?Toyota Century",Toyota Century,2.03
"The Mazda Roadpacer AP (Anti Pollution) is a full-size sedan that was sold by Mazda in Japan, it was introduced to compete with sedans, such as which large four-door limousine, produced mainly for the Japanese market?Toyota Century",Hongqi HQE,1.12
"The Mazda Roadpacer AP (Anti Pollution) is a full-size sedan that was sold by Mazda in Japan, it was introduced to compete with sedans, such as which large four-door limousine, produced mainly for the Japanese market?Toyota Century",Mazda Persona,2.18
"The Mazda Roadpacer AP (Anti Pollution) is a full-size sedan that was sold by Mazda in Japan, it was introduced to compete with sedans, such as which large four-door limousine, produced mainly for the Japanese market?Toyota Century",Chrysler Concorde,1.72
"Of the two Universities, University of Wisconsin–Madison or University of Kansas, is located on Mount Oread?University of Kansas",Fort Lane,1.03
"Of the two Universities, University of Wisconsin–Madison or University of Kansas, is located on Mount Oread?University of Kansas",Mount Oread,1.81
"Of the two Universities, University of Wisconsin–Madison or University of Kansas, is located on Mount Oread?University of Kansas",Mount Oread Civil War posts,0.82
"Of the two Universities, University of Wisconsin–Madison or University of Kansas, is located on Mount Oread?University of Kansas",Oread Limestone,1.29
"Of the two Universities, University of Wisconsin–Madison or University of Kansas, is located on Mount Oread?University of Kansas",Coal Bowl,0.72
"Of the two Universities, University of Wisconsin–Madison or University of Kansas, is located on Mount Oread?University of Kansas",University of Wisconsin–Madison,1.62
"Of the two Universities, University of Wisconsin–Madison or University of Kansas, is located on Mount Oread?University of Kansas","Loyola-Notre Dame, Baltimore",0.7
"Of the two Universities, University of Wisconsin–Madison or University of Kansas, is located on Mount Oread?University of Kansas",University of Kansas,1.9
"Of the two Universities, University of Wisconsin–Madison or University of Kansas, is located on Mount Oread?University of Kansas",University of Wisconsin–Parkside,1.6
"Of the two Universities, University of Wisconsin–Madison or University of Kansas, is located on Mount Oread?University of Kansas",Civil War (college rivalry),0.64
Hiroshi Hase is a the Minister of Education under which Liberal Democratic Party President?Shinzō Abe,Liberal Democratic Party (Republic of Macedonia),0.94
Hiroshi Hase is a the Minister of Education under which Liberal Democratic Party President?Shinzō Abe,Japan Democratic Party (1954),1.4
Hiroshi Hase is a the Minister of Education under which Liberal Democratic Party President?Shinzō Abe,Hideo Hiraoka,1.17
Hiroshi Hase is a the Minister of Education under which Liberal Democratic Party President?Shinzō Abe,Liberal Democratic Party (Romania),0.63
Hiroshi Hase is a the Minister of Education under which Liberal Democratic Party President?Shinzō Abe,Hiroshi Hase,2.24
Hiroshi Hase is a the Minister of Education under which Liberal Democratic Party President?Shinzō Abe,Tarō Kōno,1.46
Hiroshi Hase is a the Minister of Education under which Liberal Democratic Party President?Shinzō Abe,Shinzō Abe,1.85
Hiroshi Hase is a the Minister of Education under which Liberal Democratic Party President?Shinzō Abe,Ken Harada (politician),1.14
Hiroshi Hase is a the Minister of Education under which Liberal Democratic Party President?Shinzō Abe,Gheorghe Flutur,0.9
Hiroshi Hase is a the Minister of Education under which Liberal Democratic Party President?Shinzō Abe,Hiroshi Mitsuzuka,1.34
the rest of Shabbethai Donnolo's family was carried to what location that is over 2700 years old?Palermo,"St. Mary's Church, Swillington",0.52
the rest of Shabbethai Donnolo's family was carried to what location that is over 2700 years old?Palermo,Moses Soave,0.72
the rest of Shabbethai Donnolo's family was carried to what location that is over 2700 years old?Palermo,Selinsgrove Area School District,0.46
the rest of Shabbethai Donnolo's family was carried to what location that is over 2700 years old?Palermo,Palermo,0.97
the rest of Shabbethai Donnolo's family was carried to what location that is over 2700 years old?Palermo,Heart Mountain (Wyoming),0.48
the rest of Shabbethai Donnolo's family was carried to what location that is over 2700 years old?Palermo,Shabbethai Donnolo,0.92
the rest of Shabbethai Donnolo's family was carried to what location that is over 2700 years old?Palermo,Mönchsbuche,0.66
the rest of Shabbethai Donnolo's family was carried to what location that is over 2700 years old?Palermo,1964 USAC Championship Car season,0.11
the rest of Shabbethai Donnolo's family was carried to what location that is over 2700 years old?Palermo,Indraloris,0.39
the rest of Shabbethai Donnolo's family was carried to what location that is over 2700 years old?Palermo,Alexander Bonner Latta,0.43
Which device can air TVPlayer channels for free and allows users to play using a remote?Amazon Fire TV,TVPlayer,2.23
Which device can air TVPlayer channels for free and allows users to play using a remote?Amazon Fire TV,PicDial,1.07
Which device can air TVPlayer channels for free and allows users to play using a remote?Amazon Fire TV,Amazon Fire TV,2.11
Which device can air TVPlayer channels for free and allows users to play using a remote?Amazon Fire TV,Packet Tracer,0.78
Which device can air TVPlayer channels for free and allows users to play using a remote?Amazon Fire TV,WhosHere,1.08
Which device can air TVPlayer channels for free and allows users to play using a remote?Amazon Fire TV,TermWiki,0.72
Which device can air TVPlayer channels for free and allows users to play using a remote?Amazon Fire TV,Web chat,1.2
Which device can air TVPlayer channels for free and allows users to play using a remote?Amazon Fire TV,Splashtop Remote,1.36
Which device can air TVPlayer channels for free and allows users to play using a remote?Amazon Fire TV,PrivacyStar,0.95
Which device can air TVPlayer channels for free and allows users to play using a remote?Amazon Fire TV,DeepArt,0.6
"Guadarrama National Park and Teide National Park, are both national parks, in which country?Spain",Teide National Park,2.48
"Guadarrama National Park and Teide National Park, are both national parks, in which country?Spain",List of national parks of Argentina,1.7
"Guadarrama National Park and Teide National Park, are both national parks, in which country?Spain",List of national parks of Sweden,1.37
"Guadarrama National Park and Teide National Park, are both national parks, in which country?Spain",List of national parks of the United States,1.06
"Guadarrama National Park and Teide National Park, are both national parks, in which country?Spain",A Year in the Wild,0.79
"Guadarrama National Park and Teide National Park, are both national parks, in which country?Spain",Protected areas of Vietnam,1.21
"Guadarrama National Park and Teide National Park, are both national parks, in which country?Spain",National parks of England and Wales,1.28
