question,passage_title,sia_score
Marshall Point Light Station is a lighthouse at a settlement that is located in which county ?Knox County,Marshall Point Light,2.69
Marshall Point Light Station is a lighthouse at a settlement that is located in which county ?Knox County,Perkins Island Light,1.87
Marshall Point Light Station is a lighthouse at a settlement that is located in which county ?Knox County,Doubling Point Light,1.55
Marshall Point Light Station is a lighthouse at a settlement that is located in which county ?Knox County,Squirrel Point Light,2.13
Marshall Point Light Station is a lighthouse at a settlement that is located in which county ?Knox County,Nobska Light,1.81
In how many World Cups has the English striker who once played for IFK Hässleholm appeared as a member of the English national team?two,Mamuka Gorgodze,0.84
In how many World Cups has the English striker who once played for IFK Hässleholm appeared as a member of the English national team?two,Giuseppe Meazza,0.81
In how many World Cups has the English striker who once played for IFK Hässleholm appeared as a member of the English national team?two,Peter Crouch,1.47
In how many World Cups has the English striker who once played for IFK Hässleholm appeared as a member of the English national team?two,Claudio Caniggia,0.95
In how many World Cups has the English striker who once played for IFK Hässleholm appeared as a member of the English national team?two,Lennart Nilsson (footballer),1.13
In how many World Cups has the English striker who once played for IFK Hässleholm appeared as a member of the English national team?two,IFK Hässleholm,1.18
In how many World Cups has the English striker who once played for IFK Hässleholm appeared as a member of the English national team?two,United States men's national soccer team,1.16
In how many World Cups has the English striker who once played for IFK Hässleholm appeared as a member of the English national team?two,Andreas Dahl,1.5
In how many World Cups has the English striker who once played for IFK Hässleholm appeared as a member of the English national team?two,Pablo Cagnasso,0.5
In how many World Cups has the English striker who once played for IFK Hässleholm appeared as a member of the English national team?two,Birmingham Grasshoppers,0.84
Where did the actor who played sidekick Toothy in Sugarfoot serve prior to acting?the United States Navy,Kula Gotralu,0.6
Where did the actor who played sidekick Toothy in Sugarfoot serve prior to acting?the United States Navy,Jack Elam,1.05
Where did the actor who played sidekick Toothy in Sugarfoot serve prior to acting?the United States Navy,Sugarfoot,1.57
Where did the actor who played sidekick Toothy in Sugarfoot serve prior to acting?the United States Navy,Bostin Christopher,0.97
Where did the actor who played sidekick Toothy in Sugarfoot serve prior to acting?the United States Navy,Lincoln Case,1.01
Where did the actor who played sidekick Toothy in Sugarfoot serve prior to acting?the United States Navy,Robert Gothie,1.37
Where did the actor who played sidekick Toothy in Sugarfoot serve prior to acting?the United States Navy,Lynne Overman,1.56
Where did the actor who played sidekick Toothy in Sugarfoot serve prior to acting?the United States Navy,Chuckie Dreyfus,0.97
Where did the actor who played sidekick Toothy in Sugarfoot serve prior to acting?the United States Navy,List of roles and awards of Arshad Warsi,0.64
Where did the actor who played sidekick Toothy in Sugarfoot serve prior to acting?the United States Navy,Burt Ward,1.11
"When does a speaker of The State of the Black Union born who is the U.S. Representative for 's 13th congressional district? May 16, 1929",Frederick R. Lehlbach,0.85
"When does a speaker of The State of the Black Union born who is the U.S. Representative for 's 13th congressional district? May 16, 1929",Barbara Lee,0.91
"When does a speaker of The State of the Black Union born who is the U.S. Representative for 's 13th congressional district? May 16, 1929",Steve Stockman,0.75
"When does a speaker of The State of the Black Union born who is the U.S. Representative for 's 13th congressional district? May 16, 1929",Hansen Clarke,0.96
"When does a speaker of The State of the Black Union born who is the U.S. Representative for 's 13th congressional district? May 16, 1929",Bill Foster (politician),0.99
"When does a speaker of The State of the Black Union born who is the U.S. Representative for 's 13th congressional district? May 16, 1929",Adam Kinzinger,0.92
"When does a speaker of The State of the Black Union born who is the U.S. Representative for 's 13th congressional district? May 16, 1929",Rick Nolan,0.91
"When does a speaker of The State of the Black Union born who is the U.S. Representative for 's 13th congressional district? May 16, 1929",State of the Black Union,1.79
"When does a speaker of The State of the Black Union born who is the U.S. Representative for 's 13th congressional district? May 16, 1929",Ohio's 13th congressional district,1.05
"When does a speaker of The State of the Black Union born who is the U.S. Representative for 's 13th congressional district? May 16, 1929",John Conyers,1.49
"Which is a heavy metal band, Gary Braver or System of a Down?System of a Down",Patrick Bruders,0.94
"Which is a heavy metal band, Gary Braver or System of a Down?System of a Down",Gary Braver,1.39
"Which is a heavy metal band, Gary Braver or System of a Down?System of a Down",Darkthrone,1.14
"Which is a heavy metal band, Gary Braver or System of a Down?System of a Down",Acrassicauda,1.16
"Which is a heavy metal band, Gary Braver or System of a Down?System of a Down",Heavy metal bass,1.32
"Which is a heavy metal band, Gary Braver or System of a Down?System of a Down",System of a Down,1.5
"Which is a heavy metal band, Gary Braver or System of a Down?System of a Down",Obús,1.12
"Which is a heavy metal band, Gary Braver or System of a Down?System of a Down",Massacration,1.06
"Which is a heavy metal band, Gary Braver or System of a Down?System of a Down",Metalucifer,1.18
"The band Felix Haug was the drummer and keyboardist for was best known for what hit single?""The Captain of Her Heart""",Hot Action Cop,1.18
"The band Felix Haug was the drummer and keyboardist for was best known for what hit single?""The Captain of Her Heart""",Addictiv,1.12
"The band Felix Haug was the drummer and keyboardist for was best known for what hit single?""The Captain of Her Heart""",Joe Public (band),0.87
"The band Felix Haug was the drummer and keyboardist for was best known for what hit single?""The Captain of Her Heart""",The Korgis,1.22
"The band Felix Haug was the drummer and keyboardist for was best known for what hit single?""The Captain of Her Heart""",Mountain (band),1.2
"The band Felix Haug was the drummer and keyboardist for was best known for what hit single?""The Captain of Her Heart""",Felix Haug,1.48
"The band Felix Haug was the drummer and keyboardist for was best known for what hit single?""The Captain of Her Heart""",Masterpiece (band),1.1
"The band Felix Haug was the drummer and keyboardist for was best known for what hit single?""The Captain of Her Heart""",Double (band),1.45
"The band Felix Haug was the drummer and keyboardist for was best known for what hit single?""The Captain of Her Heart""",Metro Station (band),1.01
"The band Felix Haug was the drummer and keyboardist for was best known for what hit single?""The Captain of Her Heart""",Ian Haug,0.96
"A Wish Way is a device that appears in three of the Oz books of Ruth Plumly Thompson, one being The Lost King of Oz, released in which year, and is the nineteenth in the series of Oz books?1925",Wish Way,2.57
"A Wish Way is a device that appears in three of the Oz books of Ruth Plumly Thompson, one being The Lost King of Oz, released in which year, and is the nineteenth in the series of Oz books?1925",List of published Oz apocrypha,1.32
"A Wish Way is a device that appears in three of the Oz books of Ruth Plumly Thompson, one being The Lost King of Oz, released in which year, and is the nineteenth in the series of Oz books?1925",Kabumpo in Oz,1.33
"A Wish Way is a device that appears in three of the Oz books of Ruth Plumly Thompson, one being The Lost King of Oz, released in which year, and is the nineteenth in the series of Oz books?1925",Peter Brown (Oz),1.66
"A Wish Way is a device that appears in three of the Oz books of Ruth Plumly Thompson, one being The Lost King of Oz, released in which year, and is the nineteenth in the series of Oz books?1925",Jinnicky the Red Jinn,1.18
"A Wish Way is a device that appears in three of the Oz books of Ruth Plumly Thompson, one being The Lost King of Oz, released in which year, and is the nineteenth in the series of Oz books?1925",Jellia Jamb,1.27
"A Wish Way is a device that appears in three of the Oz books of Ruth Plumly Thompson, one being The Lost King of Oz, released in which year, and is the nineteenth in the series of Oz books?1925",The Wishing Horse of Oz,1.53
"A Wish Way is a device that appears in three of the Oz books of Ruth Plumly Thompson, one being The Lost King of Oz, released in which year, and is the nineteenth in the series of Oz books?1925",The Royal Book of Oz,1.07
"A Wish Way is a device that appears in three of the Oz books of Ruth Plumly Thompson, one being The Lost King of Oz, released in which year, and is the nineteenth in the series of Oz books?1925",The Lost King of Oz,2.03
"A Wish Way is a device that appears in three of the Oz books of Ruth Plumly Thompson, one being The Lost King of Oz, released in which year, and is the nineteenth in the series of Oz books?1925",Yankee in Oz,1.03
"Vitim Airport is a public use airport built in Vitim, Sakha (Yakutia) Republic, Russia during World War II for the Alaska-Siberian (ALSIB) air route used to ferry which policy aircraft, formally titled ""An Act to Promote the Defense of the United States?Lend-Lease",Kirensk Airport,1.74
"Vitim Airport is a public use airport built in Vitim, Sakha (Yakutia) Republic, Russia during World War II for the Alaska-Siberian (ALSIB) air route used to ferry which policy aircraft, formally titled ""An Act to Promote the Defense of the United States?Lend-Lease",Vitim Airport,3.54
"Vitim Airport is a public use airport built in Vitim, Sakha (Yakutia) Republic, Russia during World War II for the Alaska-Siberian (ALSIB) air route used to ferry which policy aircraft, formally titled ""An Act to Promote the Defense of the United States?Lend-Lease",Northwest Staging Route,1.84
"Vitim Airport is a public use airport built in Vitim, Sakha (Yakutia) Republic, Russia during World War II for the Alaska-Siberian (ALSIB) air route used to ferry which policy aircraft, formally titled ""An Act to Promote the Defense of the United States?Lend-Lease",South Pacific air ferry route in World War II,1.25
"Vitim Airport is a public use airport built in Vitim, Sakha (Yakutia) Republic, Russia during World War II for the Alaska-Siberian (ALSIB) air route used to ferry which policy aircraft, formally titled ""An Act to Promote the Defense of the United States?Lend-Lease",Olenyok Airport,1.78
"Vitim Airport is a public use airport built in Vitim, Sakha (Yakutia) Republic, Russia during World War II for the Alaska-Siberian (ALSIB) air route used to ferry which policy aircraft, formally titled ""An Act to Promote the Defense of the United States?Lend-Lease",Zyryanka West Airport,2.28
"Vitim Airport is a public use airport built in Vitim, Sakha (Yakutia) Republic, Russia during World War II for the Alaska-Siberian (ALSIB) air route used to ferry which policy aircraft, formally titled ""An Act to Promote the Defense of the United States?Lend-Lease",Lend-Lease,1.18
"Vitim Airport is a public use airport built in Vitim, Sakha (Yakutia) Republic, Russia during World War II for the Alaska-Siberian (ALSIB) air route used to ferry which policy aircraft, formally titled ""An Act to Promote the Defense of the United States?Lend-Lease",Krasnoyarsk Northeast,1.42
"Vitim Airport is a public use airport built in Vitim, Sakha (Yakutia) Republic, Russia during World War II for the Alaska-Siberian (ALSIB) air route used to ferry which policy aircraft, formally titled ""An Act to Promote the Defense of the United States?Lend-Lease",Bodaybo Airport,3.09
"Vitim Airport is a public use airport built in Vitim, Sakha (Yakutia) Republic, Russia during World War II for the Alaska-Siberian (ALSIB) air route used to ferry which policy aircraft, formally titled ""An Act to Promote the Defense of the United States?Lend-Lease",ALSIB,2.17
 Southern Girl City Lights is what by an American country pop singer-songwriter and reality television personality?the second studio album,Southern Girl City Lights,1.94
 Southern Girl City Lights is what by an American country pop singer-songwriter and reality television personality?the second studio album,Brandon October,0.75
 Southern Girl City Lights is what by an American country pop singer-songwriter and reality television personality?the second studio album,List of Garth Brooks concert tours,1.0
 Southern Girl City Lights is what by an American country pop singer-songwriter and reality television personality?the second studio album,Luna Halo (album),1.66
 Southern Girl City Lights is what by an American country pop singer-songwriter and reality television personality?the second studio album,Garrett Caples,0.43
 Southern Girl City Lights is what by an American country pop singer-songwriter and reality television personality?the second studio album,Shelby Lynne discography,1.45
 Southern Girl City Lights is what by an American country pop singer-songwriter and reality television personality?the second studio album,When the Lights Go Down (Faith Hill song),1.54
 Southern Girl City Lights is what by an American country pop singer-songwriter and reality television personality?the second studio album,Erika Lauren Wasilewski,0.81
 Southern Girl City Lights is what by an American country pop singer-songwriter and reality television personality?the second studio album,Jessie James Decker,1.2
 Southern Girl City Lights is what by an American country pop singer-songwriter and reality television personality?the second studio album,Andy Gray (actor),0.29
The municipality in which Vatnvatnet lies is part of what traditional region?Salten,Municipality of Prebold,0.95
The municipality in which Vatnvatnet lies is part of what traditional region?Salten,Municipality of Dobrna,0.77
The municipality in which Vatnvatnet lies is part of what traditional region?Salten,"Kandrše, Zagorje ob Savi",0.91
The municipality in which Vatnvatnet lies is part of what traditional region?Salten,Bodø,1.7
The municipality in which Vatnvatnet lies is part of what traditional region?Salten,Municipality of Braslovče,0.94
The municipality in which Vatnvatnet lies is part of what traditional region?Salten,"Obrežje, Radeče",0.97
The municipality in which Vatnvatnet lies is part of what traditional region?Salten,Municipality of Apače,0.74
The municipality in which Vatnvatnet lies is part of what traditional region?Salten,Municipality of Dobrepolje,0.97
The municipality in which Vatnvatnet lies is part of what traditional region?Salten,Vatnvatnet,1.56
The municipality in which Vatnvatnet lies is part of what traditional region?Salten,Kozje,0.91
"""There Goes Another Love Song"" was written by an American singer best known as a guitarist for who?Lynyrd Skynyrd",Another Love Song (Ne-Yo song),1.76
"""There Goes Another Love Song"" was written by an American singer best known as a guitarist for who?Lynyrd Skynyrd",There Goes Another Love Song,1.64
"""There Goes Another Love Song"" was written by an American singer best known as a guitarist for who?Lynyrd Skynyrd",Hey Mr. DJ (Won't You Play Another Love Song),1.32
"""There Goes Another Love Song"" was written by an American singer best known as a guitarist for who?Lynyrd Skynyrd",Secret Love Song,1.44
"""There Goes Another Love Song"" was written by an American singer best known as a guitarist for who?Lynyrd Skynyrd",Hughie Thomasson,2.18
"""There Goes Another Love Song"" was written by an American singer best known as a guitarist for who?Lynyrd Skynyrd",Outlaws (Outlaws album),1.39
"""There Goes Another Love Song"" was written by an American singer best known as a guitarist for who?Lynyrd Skynyrd",You'll Never Find Another Love Like Mine,1.04
"""There Goes Another Love Song"" was written by an American singer best known as a guitarist for who?Lynyrd Skynyrd",Outlaws (band),2.01
"""There Goes Another Love Song"" was written by an American singer best known as a guitarist for who?Lynyrd Skynyrd",Lou Rawls,0.76
"""There Goes Another Love Song"" was written by an American singer best known as a guitarist for who?Lynyrd Skynyrd",Lady of the Island,1.07
What one-act ballet's music was written by an Austrian composer and conductor?Different Drummer,Carmen Suite (ballet),1.28
What one-act ballet's music was written by an Austrian composer and conductor?Different Drummer,Different Drummer,1.73
What one-act ballet's music was written by an Austrian composer and conductor?Different Drummer,Symphonic Variations (ballet),1.69
What one-act ballet's music was written by an Austrian composer and conductor?Different Drummer,Les Rendezvous,1.39
What one-act ballet's music was written by an Austrian composer and conductor?Different Drummer,Anton Webern,1.0
What one-act ballet's music was written by an Austrian composer and conductor?Different Drummer,Flore et Zéphire,1.32
What one-act ballet's music was written by an Austrian composer and conductor?Different Drummer,Fanfare (ballet),1.35
What one-act ballet's music was written by an Austrian composer and conductor?Different Drummer,Swan Lake (Balanchine),1.48
What one-act ballet's music was written by an Austrian composer and conductor?Different Drummer,Ballo della Regina,1.42
What one-act ballet's music was written by an Austrian composer and conductor?Different Drummer,The Rite of Spring (MacMillan),1.39
"Luke Null, is an American actor, comedian, and singer, who currently works as a cast member on which NBC comedy series, premiered on September 30, 2017, and the forty-third season?Saturday Night Live",Bobby Cannavale,0.8
"Luke Null, is an American actor, comedian, and singer, who currently works as a cast member on which NBC comedy series, premiered on September 30, 2017, and the forty-third season?Saturday Night Live",General Hospital cast members,0.77
"Luke Null, is an American actor, comedian, and singer, who currently works as a cast member on which NBC comedy series, premiered on September 30, 2017, and the forty-third season?Saturday Night Live",Saturday Night Live (season 43),1.93
"Luke Null, is an American actor, comedian, and singer, who currently works as a cast member on which NBC comedy series, premiered on September 30, 2017, and the forty-third season?Saturday Night Live",Luke Youngblood,0.94
"Luke Null, is an American actor, comedian, and singer, who currently works as a cast member on which NBC comedy series, premiered on September 30, 2017, and the forty-third season?Saturday Night Live",Jane Krakowski,0.98
"Luke Null, is an American actor, comedian, and singer, who currently works as a cast member on which NBC comedy series, premiered on September 30, 2017, and the forty-third season?Saturday Night Live",Chris Parnell,1.02
"Luke Null, is an American actor, comedian, and singer, who currently works as a cast member on which NBC comedy series, premiered on September 30, 2017, and the forty-third season?Saturday Night Live",Michael Schur,0.97
"Luke Null, is an American actor, comedian, and singer, who currently works as a cast member on which NBC comedy series, premiered on September 30, 2017, and the forty-third season?Saturday Night Live",List of previous General Hospital cast members,0.83
"Luke Null, is an American actor, comedian, and singer, who currently works as a cast member on which NBC comedy series, premiered on September 30, 2017, and the forty-third season?Saturday Night Live",Luke Null,2.3
"Luke Null, is an American actor, comedian, and singer, who currently works as a cast member on which NBC comedy series, premiered on September 30, 2017, and the forty-third season?Saturday Night Live",Kenan Thompson,1.4
"Which has more species, Ribes or Copiapoa?Ribes",Jostaberry,1.7
"Which has more species, Ribes or Copiapoa?Ribes",Rheum ribes,1.08
"Which has more species, Ribes or Copiapoa?Ribes",Ribes colandina,1.66
"Which has more species, Ribes or Copiapoa?Ribes",Ribes sanchezii,1.47
"Which has more species, Ribes or Copiapoa?Ribes",Ribes,1.32
"Which has more species, Ribes or Copiapoa?Ribes",Copiapoa cinerea,1.27
"Which has more species, Ribes or Copiapoa?Ribes",Gooseberry,2.02
"Which has more species, Ribes or Copiapoa?Ribes",Copiapoa atacamensis,1.7
"Which has more species, Ribes or Copiapoa?Ribes",Ribes aureum,1.43
"Which has more species, Ribes or Copiapoa?Ribes",Copiapoa,1.36
"What is the birth date of this American former professional basketball plater who was acquired by the Portland Trail Blazers during the off season of the 2001-02 Portland Trail Blazers season?July 18, 1974",2001–02 Portland Trail Blazers season,1.34
"What is the birth date of this American former professional basketball plater who was acquired by the Portland Trail Blazers during the off season of the 2001-02 Portland Trail Blazers season?July 18, 1974",Portland Trail Blazers all-time roster,1.61
"What is the birth date of this American former professional basketball plater who was acquired by the Portland Trail Blazers during the off season of the 2001-02 Portland Trail Blazers season?July 18, 1974",The Breaks of the Game,1.6
"What is the birth date of this American former professional basketball plater who was acquired by the Portland Trail Blazers during the off season of the 2001-02 Portland Trail Blazers season?July 18, 1974",1977–78 Portland Trail Blazers season,1.3
"What is the birth date of this American former professional basketball plater who was acquired by the Portland Trail Blazers during the off season of the 2001-02 Portland Trail Blazers season?July 18, 1974",Portland Trail Blazers,1.57
"What is the birth date of this American former professional basketball plater who was acquired by the Portland Trail Blazers during the off season of the 2001-02 Portland Trail Blazers season?July 18, 1974",List of Portland Trail Blazers head coaches,1.69
"What is the birth date of this American former professional basketball plater who was acquired by the Portland Trail Blazers during the off season of the 2001-02 Portland Trail Blazers season?July 18, 1974",1978–79 Portland Trail Blazers season,1.76
"What is the birth date of this American former professional basketball plater who was acquired by the Portland Trail Blazers during the off season of the 2001-02 Portland Trail Blazers season?July 18, 1974",History of the Portland Trail Blazers,1.31
"What is the birth date of this American former professional basketball plater who was acquired by the Portland Trail Blazers during the off season of the 2001-02 Portland Trail Blazers season?July 18, 1974",Derek Anderson (basketball),1.59
"What is the birth date of this American former professional basketball plater who was acquired by the Portland Trail Blazers during the off season of the 2001-02 Portland Trail Blazers season?July 18, 1974",2011–12 Portland Trail Blazers season,1.29
What is the nationality of the UFC Heavyweight Champion who attended the Art of War 12 Fighting Championship ? American,UFC 102,1.17
What is the nationality of the UFC Heavyweight Champion who attended the Art of War 12 Fighting Championship ? American,Randy Couture,1.28
What is the nationality of the UFC Heavyweight Champion who attended the Art of War 12 Fighting Championship ? American,Antônio Rodrigo Nogueira,1.2
What is the nationality of the UFC Heavyweight Champion who attended the Art of War 12 Fighting Championship ? American,Frank Mir,1.31
What is the nationality of the UFC Heavyweight Champion who attended the Art of War 12 Fighting Championship ? American,Dan Henderson,1.37
What is the nationality of the UFC Heavyweight Champion who attended the Art of War 12 Fighting Championship ? American,Tim Sylvia,1.51
What is the nationality of the UFC Heavyweight Champion who attended the Art of War 12 Fighting Championship ? American,Team Tompkins,1.27
What is the nationality of the UFC Heavyweight Champion who attended the Art of War 12 Fighting Championship ? American,Vitor Belfort,1.46
What is the nationality of the UFC Heavyweight Champion who attended the Art of War 12 Fighting Championship ? American,Renzo Gracie,1.14
What is the nationality of the UFC Heavyweight Champion who attended the Art of War 12 Fighting Championship ? American,Art of War Fighting Championship,1.38
What 1599 play was remade into An Honourable Murder?Honourable Murder,An Honourable Murder,1.46
What 1599 play was remade into An Honourable Murder?Honourable Murder,Beatrice Cenci,1.09
What 1599 play was remade into An Honourable Murder?Honourable Murder,We Thieves Are Honourable (1942 film),0.87
What 1599 play was remade into An Honourable Murder?Honourable Murder,Hero (given name),0.87
What 1599 play was remade into An Honourable Murder?Honourable Murder,The Shoemaker's Holiday,1.37
What 1599 play was remade into An Honourable Murder?Honourable Murder,Julius Caesar (1914 film),1.04
What 1599 play was remade into An Honourable Murder?Honourable Murder,Histriomastix (play),1.34
What 1599 play was remade into An Honourable Murder?Honourable Murder,Julius Caesar (play),1.52
What 1599 play was remade into An Honourable Murder?Honourable Murder,Madhyanam Hathya,0.76
What 1599 play was remade into An Honourable Murder?Honourable Murder,We Thieves Are Honourable (play),1.38
"What protected national park, with a section in the Asquith suburb of New South Wales, contains the villages of Cottage Point and Appletree Bay?Ku-ring-gai Chase National Park",Culgoa National Park,1.39
"What protected national park, with a section in the Asquith suburb of New South Wales, contains the villages of Cottage Point and Appletree Bay?Ku-ring-gai Chase National Park",Wollemi National Park,1.41
"What protected national park, with a section in the Asquith suburb of New South Wales, contains the villages of Cottage Point and Appletree Bay?Ku-ring-gai Chase National Park",Wyrrabalong National Park,1.29
"What protected national park, with a section in the Asquith suburb of New South Wales, contains the villages of Cottage Point and Appletree Bay?Ku-ring-gai Chase National Park",Ku-ring-gai Chase National Park,2.27
"What protected national park, with a section in the Asquith suburb of New South Wales, contains the villages of Cottage Point and Appletree Bay?Ku-ring-gai Chase National Park",Oxley Wild Rivers National Park,1.36
"What protected national park, with a section in the Asquith suburb of New South Wales, contains the villages of Cottage Point and Appletree Bay?Ku-ring-gai Chase National Park",Blue Mountains National Park,1.3
"What protected national park, with a section in the Asquith suburb of New South Wales, contains the villages of Cottage Point and Appletree Bay?Ku-ring-gai Chase National Park",Mount Clunie National Park,1.36
"What protected national park, with a section in the Asquith suburb of New South Wales, contains the villages of Cottage Point and Appletree Bay?Ku-ring-gai Chase National Park","Asquith, New South Wales",1.91
"What protected national park, with a section in the Asquith suburb of New South Wales, contains the villages of Cottage Point and Appletree Bay?Ku-ring-gai Chase National Park",Bouddi National Park,1.51
"What protected national park, with a section in the Asquith suburb of New South Wales, contains the villages of Cottage Point and Appletree Bay?Ku-ring-gai Chase National Park","Cottage Point, New South Wales",1.58
What garland or wreath is used in the statewide celebration of Hawaii?Lei,Lei (garland),2.38
What garland or wreath is used in the statewide celebration of Hawaii?Lei,State emblem of Pakistan,0.56
What garland or wreath is used in the statewide celebration of Hawaii?Lei,Wreath (attire),1.58
What garland or wreath is used in the statewide celebration of Hawaii?Lei,Herbert Garland,0.34
What garland or wreath is used in the statewide celebration of Hawaii?Lei,Garland/DFW Heloplex,0.38
What garland or wreath is used in the statewide celebration of Hawaii?Lei,Garland,2.31
What garland or wreath is used in the statewide celebration of Hawaii?Lei,Festoon,1.03
What garland or wreath is used in the statewide celebration of Hawaii?Lei,Wreath product,0.67
What garland or wreath is used in the statewide celebration of Hawaii?Lei,Lei Day,2.18
What garland or wreath is used in the statewide celebration of Hawaii?Lei,Chaplet,1.25
When was the University established at which Wilfred Cantwell Smith was director of the Center for the Study of World Religions ? 1636,Amir Hussain,1.09
When was the University established at which Wilfred Cantwell Smith was director of the Center for the Study of World Religions ? 1636,Brian Cantwell Smith,1.24
When was the University established at which Wilfred Cantwell Smith was director of the Center for the Study of World Religions ? 1636,Ronne Hartfield,0.75
When was the University established at which Wilfred Cantwell Smith was director of the Center for the Study of World Religions ? 1636,McGill University Institute of Islamic Studies,1.72
When was the University established at which Wilfred Cantwell Smith was director of the Center for the Study of World Religions ? 1636,Graham Schweig,0.83
When was the University established at which Wilfred Cantwell Smith was director of the Center for the Study of World Religions ? 1636,Wilfred Cantwell Smith,1.48
When was the University established at which Wilfred Cantwell Smith was director of the Center for the Study of World Religions ? 1636,Kenneth W. Morgan,1.46
When was the University established at which Wilfred Cantwell Smith was director of the Center for the Study of World Religions ? 1636,Arvind Sharma,1.26
When was the University established at which Wilfred Cantwell Smith was director of the Center for the Study of World Religions ? 1636,Harvard University,1.86
When was the University established at which Wilfred Cantwell Smith was director of the Center for the Study of World Religions ? 1636,Definition of religion,1.53
"Who is the wife of Holy Roman Emperor which  German royal election, 1002 held after his death Theophanu.","German royal election, 1002",2.26
"Who is the wife of Holy Roman Emperor which  German royal election, 1002 held after his death Theophanu.",German Emperor,1.57
"Who is the wife of Holy Roman Emperor which  German royal election, 1002 held after his death Theophanu.",Gerasim Zelić,0.48
"Who is the wife of Holy Roman Emperor which  German royal election, 1002 held after his death Theophanu.",List of Holy Roman Empresses,2.3
"Who is the wife of Holy Roman Emperor which  German royal election, 1002 held after his death Theophanu.",Concordat of Worms,1.07
"Who is the wife of Holy Roman Emperor which  German royal election, 1002 held after his death Theophanu.","Leopold I, Holy Roman Emperor",1.32
"Who is the wife of Holy Roman Emperor which  German royal election, 1002 held after his death Theophanu.",List of monarchs of Prussia,1.06
"Who is the wife of Holy Roman Emperor which  German royal election, 1002 held after his death Theophanu.","Papal election, 1241",1.21
"Who is the wife of Holy Roman Emperor which  German royal election, 1002 held after his death Theophanu.","Otto III, Holy Roman Emperor",1.94
"Who is the wife of Holy Roman Emperor which  German royal election, 1002 held after his death Theophanu.","Karl Anselm, 4th Prince of Thurn and Taxis",1.23
In which county the Nashua High School is situated?Hillsborough County,Bedford High School (New Hampshire),1.17
In which county the Nashua High School is situated?Hillsborough County,Mike Welch (baseball),0.39
In which county the Nashua High School is situated?Hillsborough County,DuVal High School,0.88
In which county the Nashua High School is situated?Hillsborough County,Kole Ayi,0.47
In which county the Nashua High School is situated?Hillsborough County,"Nashua, New Hampshire",1.36
In which county the Nashua High School is situated?Hillsborough County,Nashua High School,2.62
In which county the Nashua High School is situated?Hillsborough County,Hilo High School,0.8
In which county the Nashua High School is situated?Hillsborough County,Coconut Creek High School,0.92
In which county the Nashua High School is situated?Hillsborough County,Nashua High School South,1.85
In which county the Nashua High School is situated?Hillsborough County,Nashua High School North,1.74
Who produced the Orianthi single which peaked at No. 3 in Japan?Howard Benson,Eric Church discography,0.94
Who produced the Orianthi single which peaked at No. 3 in Japan?Howard Benson,Misia discography,1.23
Who produced the Orianthi single which peaked at No. 3 in Japan?Howard Benson,Don't Waste the Pretty,1.36
Who produced the Orianthi single which peaked at No. 3 in Japan?Howard Benson,Young &amp; Restless (Kristinia DeBarge album),1.19
Who produced the Orianthi single which peaked at No. 3 in Japan?Howard Benson,Orianthi,1.32
Who produced the Orianthi single which peaked at No. 3 in Japan?Howard Benson,Can't Breathe,1.07
Who produced the Orianthi single which peaked at No. 3 in Japan?Howard Benson,Shut Up and Kiss Me (Orianthi song),1.6
Who produced the Orianthi single which peaked at No. 3 in Japan?Howard Benson,Heaven in This Hell,1.09
Who produced the Orianthi single which peaked at No. 3 in Japan?Howard Benson,According to You,1.24
Who produced the Orianthi single which peaked at No. 3 in Japan?Howard Benson,Marcella Detroit discography,1.03
The District of Alaska was initially commanded by a general known for killing a superior officer in what year?1862,Battle of Hoke's Run,0.92
The District of Alaska was initially commanded by a general known for killing a superior officer in what year?1862,District of Alaska,1.7
The District of Alaska was initially commanded by a general known for killing a superior officer in what year?1862,XII Corps (United States),0.84
The District of Alaska was initially commanded by a general known for killing a superior officer in what year?1862,Nicolas Bernard Guiot de Lacour,0.51
The District of Alaska was initially commanded by a general known for killing a superior officer in what year?1862,Fragging,1.13
The District of Alaska was initially commanded by a general known for killing a superior officer in what year?1862,Li Jiayu,0.53
The District of Alaska was initially commanded by a general known for killing a superior officer in what year?1862,Trial of Trebonius,0.45
The District of Alaska was initially commanded by a general known for killing a superior officer in what year?1862,Jefferson C. Davis,1.52
The District of Alaska was initially commanded by a general known for killing a superior officer in what year?1862,The Court Martial of Major Keller,0.74
The District of Alaska was initially commanded by a general known for killing a superior officer in what year?1862,Horse Guard of the Polish Crown Regiment,0.59
What role do both Jan de Bont and Fatih Akin share?director,Jan de Bont,0.84
What role do both Jan de Bont and Fatih Akin share?director,The Haunting (1999 film),0.73
What role do both Jan de Bont and Fatih Akin share?director,Nema aviona za Zagreb,0.83
What role do both Jan de Bont and Fatih Akin share?director,Turkish Delight (1973 film),1.06
What role do both Jan de Bont and Fatih Akin share?director,Speed 2: Cruise Control,0.75
What role do both Jan de Bont and Fatih Akin share?director,Lara Croft Tomb Raider: The Cradle of Life,0.96
What role do both Jan de Bont and Fatih Akin share?director,Rene Daalder,0.83
What role do both Jan de Bont and Fatih Akin share?director,Talula,0.7
What role do both Jan de Bont and Fatih Akin share?director,Fatih Akin,1.19
What role do both Jan de Bont and Fatih Akin share?director,Twister (1996 film),0.7
