question,sentence,sia_score
"If a pork chop is underdone, the likelihood of illness spreading to consumers of it is","upper hemisphere pole has low temp even during daytime
",0.0
"If a fox shuffles off the mortal coil, then that fox","something that is biotic is organic
",0.0
A magnifying glass makes objects,"shrimp are smaller than trees and large mammals
",0.0
adding a direct flame to container of acid causes a,"live birth have nothing but skin on outside
",0.0
Some fish are,"boiling produces bubbles
",0.0
Solar pumps move liquids continuously from the,"the sky is bright in sunny weather
",0.0
"Winning a race requires you to be reach the finish line in a before your opponents, so using what will measure how much faster you win or lose by?","a cup of hot tea and a glass of iced tea are some things which transfer heat
",0.0
Diamonds are made and dispersed by,"zoos hold animals outside of nature
",0.0
"A small volcano under the sea erupts ever four years. After a few centuries, there will be","a fat beak is used to crack nuts and shells
",0.0
Some creatures may pretend to be other creatures in order to,"boiling produces bubbles
",0.0
Wind energy is,"zoos hold animals outside of nature
",0.0
"If a bass is returned to its home, it is placed in","a slash is a wound
",0.0
Rubber will keep,"swords are made from metal which comes from ore
",0.0
When a needle points north on a compass and you are thirsty,"genes regulate head size
",0.0
The more cereal people consume the more we will need to plant,"boiling produces bubbles
",0.0
"There are some decorative fruits used for holidays where the outside is carved, such as large orange ones. The insides of these fruits, similar to gourds, most commonly","phones may be measured with a ruler
",0.0
What object would be most attracted to a magnet?,"A generator is gas-powered
",0.0
as Ford lost customers it's earnings,"boiling produces bubbles
",0.0
A telescope is required for detailed observation of what?,"mountains are raised
",0.0
What requires photosynthesis to grow?,"boiling produces bubbles
",0.0
"One breed of penguins, the Galapagos Penguin lives in the warm waters off the coast of","boiling produces bubbles
",0.0
"If an icicle melts, or steam condenses, that matter would","zoos hold animals outside of nature
",0.0
Robotics would have great difficulty in existing if these had yet to be invented.,"zoos hold animals outside of nature
",0.0
"For it to survive, the horse relied on its owner to bring it","a slash is a wound
",0.0
Which activity involves exerting force on an object with a foot?,"zoos hold animals outside of nature
",0.0
What environment is often green?,"boiling produces bubbles
",0.0
"If a thistle is going to expand, it requires","cattle prods require electrical energy
",0.0
"A person cuts down their neighbor's tree without permission. The neighbor who lost the tree is upset, and sues for the cost of the tree, which depends on the age of the tree at the time of cutting. The tree age is determined by","snow reflects all color of light
",0.0
"If you plug this into an outlet, current will flow through it.","saving plastic bottles in conserving
",0.0
What will reflect the most light,"change a car tire is a learned ability
",0.0
A person going home would head,"the moon is a satellite
",0.0
Ice wedging might create,"zoos hold animals outside of nature
",0.0
A moth undergoes what?,"boiling produces bubbles
",0.0
What your body looks like and how it functions is something that is,"magma is far below the ground away from humans
",0.0
"If you are having trouble seeing the TV, what can you do to see it more clearly?","Ingestion means eating or drinking
",0.0
People can touch something to see if it's,"raccoons have striped tails
",0.0
"If a habitat that supports itself is flourishing, improvements may still be made by","moving regularly is exercise
",0.0
Measuring is a way to collect data; what is an example of this?,"speed is needed to know how long it would take to drive somewhere
",0.0
to determine how firm a certain mineral may be a person can:,"weight of clouds cause rain
",0.0
Which would a strawberry most rely on to ensure it gets planted?,"a slash is a wound
",0.0
A person can know if they need a down vest by checking the,"zoos hold animals outside of nature
",0.0
What should I do to remain healthy,"rocks in a landslide crush anyone under it
",0.0
A reason there is so much debris and damage during tornadoes is due to rocks that are getting,"zoos hold animals outside of nature
",0.0
A microscope creates clarity by,"zoos hold animals outside of nature
",0.0
"As altitude increases, the air temperature will do what?","zoos hold animals outside of nature
",0.0
"A creature lives in a portion of forested area, and only is able to live in that area. A group of bipeds begin to make their own homes in that space. The creature which originally lived there is most likely to","retailers sell product
",0.0
A thing that is experiencing transpiration is likely to be,"a slash is a wound
",0.0
Adding milk to a hot pan creates,"zoos hold animals outside of nature
",0.0
As bad water increases in an environment the number of aquatic animals such as zooplankton will,"compasses face north
",0.0
slope is a measure of the difference in elevation from the top to the base of a,"the food pyramid requires producers
",0.0
"A person is going to go to the beach and plans on getting some items for swimming, so they buy","zoos hold animals outside of nature
",0.0
If one electrical conductor touches another one what will flow through them both?,"zoos hold animals outside of nature
",0.0
in order for an animal to stay healthy it needs to,"gyms are visited to exercise in
",0.0
The motion of a ball's motion when touching a concrete sidewalk will be countered due to,"zoos hold animals outside of nature
",0.0
Which is a cause of greenhouse gases?,"boiling produces bubbles
",0.0
Ways to reuse paper could be,"earth is our home planet
",0.0
A burrito needs to be cooked so it,"Quartz are in hollow spaces.
",0.0
specialized tissues at the ends of plant stems are used for growing taller by what?,"animals include zebrafish
",0.0
When a baseball is hit with a bat the ball particles do what?,"boiling produces bubbles
",0.0
"Salamanders may be unable to survive in a hot, dry location lacking food and water, but if it has food and water in an ideal location","precipitation may be snow
",0.0
Flashlights require batteries,"Wind can be used as energy to make pasta.
",0.0
Who would likely need a compass?,"a slash is a wound
",0.0
"In the desert, a hawk may enjoy an occasional","boiling produces bubbles
",0.0
"If I wanted to disguise myself, what might be something I do?","zoos hold animals outside of nature
",0.0
Which of the following likely uses an alternative fuel?,"a mouse is a prey to a cat
",0.0
What gives birth to live young?,"bubbling water is boiling
",0.0
Electricity causes less damage to the Earth's atmosphere than,"zoos hold animals outside of nature
",0.0
"A person wants to collect green slime, so they seek out","broken bones are acquired
",0.0
Scandinavian eye color testifies to,"things roll more slowly where there is more friction
",0.0
Sweat is produced,"some animals can see in full color at night in moonlight
",0.0
A piece of talc is rolled over on a black chalkboard and,"Controlled burns help prevent wildfires by cleaning up dead foliage
",0.0
Which of the following would likely use a compass to reach their destination?,"a slash is a wound
",0.0
Which would likely reproduce?,"boiling produces bubbles
",0.0
A man will most likely be unable to see if he gets lost in,"Gold is dense from water.
",0.0
Why did the roadrunner cross the desert road?,"polar bears are white
",0.0
he sun rising and setting causes cycles of,"cooking is a chore
",0.0
If you're suffering from hypothermia it would help to get close to,"the bottom of a mountain has lowered elevation
",0.0
Tiny particles of moisture may be found,"the ring of fire is under the ocean immersed lava vent are volcanoes
",0.0
"The earth has continents that experience different things at different times, depending on where on Earth's axis it is, such as","zoos hold animals outside of nature
",0.0
"If you mow over a weed, it will just grow back. Pulling them by the root will make them","boiling produces bubbles
",0.0
"The size of eyes matter relevant to sight and sight ability, given that","reusing plastic is better than throwing it away
",0.0
What could be an example of a thermal conductor,"dew makes grass slippery
",0.0
"When you put a cold sandwich in the microwave, it will","north is always in the same direction from the same place
",0.0
Our eyes can help us with,"a shove is a push, or a repelling action
",0.0
"There are producers that exist in the food chain, and they basically","ovens require electricity to work
",0.0
You can find ferrous metals in,"zoos hold animals outside of nature
",0.0
An example of a fossil is a paw print in what?,"water comes from water sources
",0.0
Electrical conduction would be when a voltage flows through,"the sun is a central star which Saturn orbits
",0.0
"A pupa creates cocoons in a stage of the life cycle, and eventually the insect will","Telescopes use mirrors to collect and focus light
",0.0
One of the earth's layer's is it's crust. It can be found,"the switch moves the metal to close it
",0.0
A person wanting to do something good for the environment will,"Bigger flowers have more nectar
",0.0
The reason raccoons are often found in dumpsters is because they are known to consume,"roses are plants
",0.0
"Chloroplasts need to be collected, so scientists gather up","hard stones are rocks
",0.0
Greenhouses are structures used to house plants during,"live birth have nothing but skin on outside
",0.0
chlorophyll,"millimeters can be used to describe a distance
",0.0
The ability that an oven has to turn ingredients into a moist cake come from its,"ink is dark fluid
",0.0
"If you fly from Europe to Australia in December, when you arrive you will most likely want to wear:","heavy rains block roads
",0.0
A herd of wild horses has been decreasing in size rapidly. Which of these might be the cause?,"moved is transported
",0.0
"When the acid spilled on the plant, the plant began to","zoos hold animals outside of nature
",0.0
"A cat is laying outdoors in the sunlight. Suddenly, a large, dark cloud blocks the sun and the temperature drops several degrees. The cat's physical reaction to this abrupt change will most likely be","finding the distance is measuring
",0.0
The hamster was malnourished because,"It takes 30 days for the moon to go around our planet
",0.0
You find a furry creature walking around. What feature would also describe this animal?,"gems and bottles can also refract light
",0.0
What is something that could be made from iron?,"zoos hold animals outside of nature
",0.0
Reptiles may actually be,"boiling produces bubbles
",0.0
"If a person is making laps around a gym, they find that","only mammals are born live
",0.0
The wolf raises his family near a,"boiling produces bubbles
",0.0
A carbonated beverage contains dissolved what?,"zoos hold animals outside of nature
",0.0
a solar panel converts astral radiation into electricity which charges a  rechargeable battery that can go into an,"sand is small rock particles
",0.0
Where might you find eggs?,"lava melts cars
",0.0
During a vigorous workout which will need to increase?,"zoos hold animals outside of nature
",0.0
What will air usually do when heated up beyond a certain point?,"if all the animals die it is called extinct
",0.0
Knowing what to do without ever being taught is known as,"flowers are found in vases
",0.0
Tearing an object changes that object's,"Slow dripping water leads to formation of stalactites
",0.0
Which animal might catch it's sustenance faster?,"boiling produces bubbles
",0.0
in order for an animal to stay healthy it needs to,"moving regularly is exercise
",0.0
A moth can metamorphosize when,"as a flower ripens it becomes more pungent
",0.0
Which is true about flashlights?,"the last layer is the outer core
",0.0
With the decrease in size of Antarctica Fiji will soon be,"boiling produces bubbles
",0.0
Sediment is a result of the process of,"dashing is running quickly
",0.0
"Over the years, the desert rat has evolved traits that help it live with low supplies of water, what is this an example of?","boiling produces bubbles
",0.0
Some animals build a structure called a house for their own species to live in.  This animal is a,"boiling produces bubbles
",0.0
An example of feeling,"The light is then turned into energy
",0.0
a little rat startles a cat and ends up as the cat's lunch. What does that make the car?,"earthquakes make the ground quiver, or shake
",0.0
A book experiences tearing so it,"a circuit made intact is completed
",0.0
"Small, usually red plastic squares are often placed on transporters such as bicycles in order to","boiling produces bubbles
",0.0
A chipmunk will consume all of these things with just one that it refuses to:,"brawn is strength
",0.0
After a whiteout you need to,"zoos hold animals outside of nature
",0.0
"In order to make a spiral notebook, it is imperative to use","saving plastic bottles in conserving
",0.0
Sun falling on mountains and the dessert at the same time leaves the area susceptible to,"zoos hold animals outside of nature
",0.0
"A compass arrow points north, to the right of a person. If the person wants to go west, the would","peppers left in the sun absorb sunlight
",0.0
A container with a printed scale on it's side is used to,"damp gutters hold algae
",0.0
As the car approaches a hill it will become harder to,"zoos hold animals outside of nature
",0.0
"Suzy's friends call her Bigfoot, who can she likely blame for this?","boiling produces bubbles
",0.0
A lake is unsafe for swimming because it is a bit below some farmlands that use,"solar calculators use solar energy to function
",0.0
If a weed is pulled then the weed is what?,"boiling produces bubbles
",0.0
"Bringing a stray cat to your home to live will be hard for it at first, but since animals adapt, it will","ascending is to go up
",0.0
Which type of cell must perform all life functions?,"kestrel and dragonfly migration patterns are tied together
",0.0
Birds are a vehicle for spreading the seeds of what?,"boiling produces bubbles
",0.0
which of these need to be present for a tectonic plate movement,"a fat beak is used to crack nuts and shells
",0.0
"A person has a hot dish from the oven that they have left on the counter. After a few minutes, they place that dish into a sink full of cold water. The dish","zoos hold animals outside of nature
",0.0
During the time the moon orbits the Earth 13 times the Earth orbits the sun,"Water rises and falls twice a day
",0.0
"A lot of people think that volcanoes may only exist in tall mountains that tower above us, but a lot of volcanoes","sea weed comes from the ocean
",0.0
Which of the following likely uses an alternative fuel?,"a slash is a wound
",0.0
"As a soccer ball goes flying through the air, the person watching it knows that the reason is because","a fixed wing aircraft is a plane
",0.0
Inhaling O2 is a requirement of all,"fossils can be found buried deep
",0.0
This likely relies on a circuit being closed,"your hide is your skin
",0.0
"When a sound is produced inside a room, sometimes there is a","Teslas are electric vehicles
",0.0
An example of an offspring receiving a gene is,"boiling produces bubbles
",0.0
Robins will often devour,"boiling produces bubbles
",0.0
a seismograph is a kind of tool for measuring the size of,"trees produce timber
",0.0
"An omnivore, such as a bear, will have many animals that are","Reuse fabric instead of throwing it away.
",0.0
A person is going to run around a circle and wants to use a stopwatch in order to _____ time,"scottish folds are cats, and cats enjoy human company
",0.0
Moving your face further from a mirror,"compasses face north
",0.0
"What do you have if you throw chocolate chips, peanuts, coconut, and dried strawberry into a bag?","migrating for fluid means to look elsewhere for water
",0.0
A reason there is so much debris and damage during tornadoes is due to rocks that are getting,"vole populations decrease as they are eaten more frequently
",0.0
cutting down trees in a forest causes the number of trees to decrease where?,"deserts are hot
",0.0
Ducks might their webbed appendages to,"cycles do not emit pollutants
",0.0
Keeping shopping bags out of the dump affects the earth,"zoos hold animals outside of nature
",0.0
Once the egg has hatched a swan has given birth to,"dropping a rock can strike someone
",0.0
Items are all ultimately compromised of which?,"boiling produces bubbles
",0.0
Sounds may travel through air where there is an atmosphere. Sounds that can travel include,"zoos hold animals outside of nature
",0.0
The sun is responsible for,"children inherit characteristics of parents
",0.0
Factories often add something to the environment that is,"sonar is helpful for finding lost objects
",0.0
An example of camouflage could be,"compasses face north
",0.0
"Hardness of minerals may be measured in certain ways, such as what?","the bat is hitting the ball
",0.0
"if the temperature gauge on a dashboard goes up while vehicle is motion, what could be responsible?","Different parts of the world have different seasons at the same time
",0.0
F field mouse touched a special type of fence made for cattle and was killed instantly. The fence had a source of power. What happened?,"TV was invented was invented on earth.
",0.0
When a baseball is hit with a bat the ball particles do what?,"zoos hold animals outside of nature
",0.0
A close object will seem to be,"earthquakes last less than one minute on average
",0.0
How many full moons are there each month,"boiling produces bubbles
",0.0
Octopuses excrete an ink as defense when,"the heart never sleeps
",0.0
What might make a more musical sound,"boiling produces bubbles
",0.0
"When you scream in an empty room, you hear an echo due to the noise","a beach ball is an inflatable toy
",0.0
"During photosynthesis, plants produce sugar that may help with their what?","boiling produces bubbles
",0.0
evaporation is the first stage in the what cycle,"menstrual cups are reused and pads and tampons are thrown away after a single use
",0.0
How many times does the Earth complete a revolution around the sun in a decade?,"zoos hold animals outside of nature
",0.0
Folding up rocks can happen when,"deer eat corn
",0.0
What is a way to be born besides live birth?,"cooking kills bacteria
",0.0
What requires nutrients for survival?,"gray clouds precipitate
",0.0
It was hot during Christmas in,"zoos hold animals outside of nature
",0.0
"If a warm potato is left on a steel sink, the potato will","hotter weather attracts scorpions
",0.0
Offspring receive genes from their parents via what?,"boiling produces bubbles
",0.0
Female birds sit in what?,"chimneys are on the roof
",0.0
Cola and mentos combined will,"water will freeze in a freezer
",0.0
Using mirrors to focus collected light from heavenly bodies allows,"boiling produces bubbles
",0.0
Which is activity is least likely to be inherited?,"It is safest to breathe unpolluted air
",0.0
Birds could use their beaks to,"boiling produces bubbles
",0.0
A creature can hide in plain sight from predators because,"as an object losses it energy it becomes colder
",0.0
A monkey grabs a banana in order to,"Its hard to find water in a desert
",0.0
the best way to improve production in future yields on the farm is,"rotating is turning
",0.0
Recycling products such as papers can help the environment to,"boiling produces bubbles
",0.0
"A woman leaves some meat on the counter, and bacteria begins to quickly grow on the surface. This bacteria may cause","boiling produces bubbles
",0.0
Where might you find the primary ingredient for making grilled rabbit in a spicy marinade?,"AAAs are a battery size
",0.0
A person can find a sparrow's home by,"TV was invented was invented on earth.
",0.0
Which would likely need a hot plate?,"zoos hold animals outside of nature
",0.0
There is a growing movement to harness the power of wind in order to,"zoos hold animals outside of nature
",0.0
objects made of what cause refraction of light?,"wind is renewable
",0.0
"The doorbell was pushed, but sound failed to emit. What might cause this?","The moon has dead volcanoes.
",0.0
"The most common way for a glass to break is when someone is holding it and then drops it, which makes it what to the ground","zoos hold animals outside of nature
",0.0
safety goggles are used for protecting the eyes during,"boiling produces bubbles
",0.0
strumming a string can cause what type of wave?,"zoos hold animals outside of nature
",0.0
Lodestones sharply yank metal nails because of,"boiling produces bubbles
",0.0
What requires an electrical conductor?,"zoos hold animals outside of nature
",0.0
Sparrows gain lift with more grace than a vulture due to,"the color pallete decides how light an objects color is
",0.0
What body covering does the animal that clucks have?,"boiling produces bubbles
",0.0
Where do soil nutrients also exist?,"water flows in the direction of safety
",0.0
"When geese migrate in the late summer or early autumn, they","surfers prefer high tide
",0.0
A microscope is useful for looking at,"trees produce timber
",0.0
Which is an example of solid matter,"A thermometer uses mercury level to determine temperature
",0.0
Corn can sometimes,"steam condensing pools
",0.0
Ways to create reuseable energy could be:,"books are typically made of paper
",0.0
"A baby wants to move a ball, so it looks at the ball and it refuses to move. The baby takes its hand and touches the ball and","A thermal insulator stops heat from spreading.
",0.0
a compass uses iron to locate the northern,"boiling produces bubbles
",0.0
Before their trip to the Amazon Bill and Jane had sharp metal objects stuck into their arms by a doctor.,"If I wanted to make something move faster I could roll it
",0.0
A ruler is used for measuring the length of what?,"honey is sweet stuff sold in grocery stores
",0.0
A person eating a watermelon slice will perhaps want to take time during eating to,"You can build a bench from a tree.
",0.0
"When an animal gets any kind of illness, his physical health will","Rising air pressure means better weather.
",0.0
Which is a carnivore?,"a slash is a wound
",0.0
A person stuck alone in the woods could keep themselves a bit more protected by building a,"boiling produces bubbles
",0.0
"A farmer is getting a worse crop yield every year, what method might be causing this?","live birth have nothing but skin on outside
",0.0
People can touch something to see if it's,"a red maple is a tree
",0.0
which pairs would likely be consumed by squirrel families?,"broken bones are acquired
",0.0
Which is more likely the result of a big earthquake,"a slash is a wound
",0.0
"The more matter a planet is made up, the more likely other bodies are to","a warm kiss uses pressure and heat
",0.0
Plankton can be the food as well as the creator of,"boiling produces bubbles
",0.0
"When writing with an instrument one sharpens, the leftovers when pressed to paper is","a mouse is a prey to a cat
",0.0
Plateaus are typically,"cats play with laser beams
",0.0
Needing to use an umbrella could be the result of,"evaporation is gas transformation
",0.0
Magma pours out a volcano and what off a cliff,"zoos hold animals outside of nature
",0.0
what can baking soda and vinegar do together?,"illuminating is what light bulbs do when they are turned on
",0.0
An example of thermal energy is,"a metamorphosis happens in a cocoon
",0.0
The elements will over time level,"Neptune is the roman god of sea
",0.0
A plant needs to use the roots of itself to move essential things,"the cornea takes in light to the eye
",0.0
Jupiter's larger mass and orbit contribute to the formation of this area of debris:,"zoos hold animals outside of nature
",0.0
What requires sunlight to grow?,"Examples of deep sea animals are angler fish and frilled sharks
",0.0
Which might you find in a zoo?,"a slash is a wound
",0.0
The crust is made of different kinds of,"zoos hold animals outside of nature
",0.0
Perspiration leaving the torso through evaporation helps,"a flying plane increases it's distance
",0.0
what sheds fur in warm weather?,"a slash is a wound
",0.0
"A ferromagnetic metal, such as in paper clips, can stick to other paper clips without hooking together","burned things are seared
",0.0
A ball can be moved by force when,"a human child is an animal
",0.0
"In a strong tempest, a large boulder may be","zoos hold animals outside of nature
",0.0
What would classify students in a class differently?,"light switches control current flow
",0.0
Alloies are made of multiple metals an example is,"zoos hold animals outside of nature
",0.0
"A farmer wants to plant seeds, but first needs a field with soil. There is a field with pebbles, which have potential to become soil after experiencing","rain sprinkles down
",0.0
what determines the number of body parts and organism is born with?,"an umbrella is need when there is a chance of rain
",0.0
"A person wants to discover how much time they've spent on something, so when they think about data, they need to","it is dirty underground
",0.0
A fox that has white fur,"a boulder is very thick
",0.0
A tree can be replaced by planting a new what?,"boiling produces bubbles
",0.0
Which is a cause of greenhouse gases?,"boulders are rocks
",0.0
What causes direct damage to the lungs?,"Some human activities can create brackish water, like swimming tubs.
",0.0
"A small volcano under the sea erupts ever four years. After a few centuries, there will be","a tree hopper is a frog
",0.0
A thing may be changed on a chemical level after,"putting seeds in dirt is planting
",0.0
When a person expires they,"pushing back is to repel
",0.0
"A person is in the forest, lost. They need to signal to others that they are there, and their voice is gone, so they need to do it inaudibly. The person may signal with","zoos hold animals outside of nature
",0.0
Which of the following would be a reason you are sick?,"completing a circuit occurs on your phone
",0.0
Clothes fresh out of the laundry are great because they are,"boiling produces bubbles
",0.0
This organ will help in providing nutrients to your body,"boiling produces bubbles
",0.0
"If something is a raw material in a process, then that something is","Cats shed during the summer.
",0.0
A person gently tosses a ball to a friend who misses the catch so the ball will,"adaptation is changing to meet the enviroment
",0.0
A badger is birthed with behaviors that are,"sugar is found in plants
",0.0
"Having reliable plant sources in a field, a rabbit may react by","finding the distance is measuring
",0.0
"Shortly after the moon is in ecliptical longitude with the Sun, one will see","a slash is a wound
",0.0
Self-absorbed people most love,"putting seeds in dirt is planting
",0.0
"If a bird is green, another bird can realize that by","as an object losses it energy it becomes colder
",0.0
Consumers eat other what?,"meandering air currents are jet streams
",0.0
Which profession likely relies most on the Earth's poles?,"a mouse is a prey to a cat
",0.0
Trees take in CO2 from the atmosphere for,"boiling produces bubbles
",0.0
What functions without contact between objects?,"pressure facilitates compacting
",0.0
an animal is controlled by a,"rotation of planet causes setting of sun
",0.0
What has a positive impact on a bodies strength?,"a flying plane increases it's distance
",0.0
Why animal may use a rock as shelter,"boiling produces bubbles
",0.0
Which would result in the worst consequences if placed in a full bathtub?,"going downhill with wooden planks attached to boots requires a large amount of snow
",0.0
Which would likeliest eat a sardine?,"a slash is a wound
",0.0
"If the stars in the sky above your home vary from month to month,","trash that can be used for a new purpose is recyclable
",0.0
The circulatory system brings oxygen to the body from where?,"zoos hold animals outside of nature
",0.0
An unusual use for a flashlight may be,"tectonics is the act of a tectonic plate moving
",0.0
which one of these students can accurately determine the color of the board marker?,"earth is our home planet
",0.0
"To function, electrical energy is required for what kind of devices?","the wet planet is earth
",0.0
What tastes flavors?,"stars are distant, though bright
",0.0
You may need a raft after a,"The American television miniseries about slavery is called Roots.
",0.0
"Michigan is the land of the great lakes, where","toy submarine are filled with baking soda
",0.0
A tree can be replaced by planting a new what?,"boiling produces bubbles
",0.0
Which profession likely relies most on the Earth's poles?,"a mouse is a prey to a cat
",0.0
Blood absorbs oxygen in the,"the moon has lower gravity
",0.0
A lot more sunlight is getting through to the forest floor in the summer than the summer before.,"Dinosaur poop has been fossilized.
",0.0
The increase in transport ability may increase the available types of,"zoos hold animals outside of nature
",0.0
Humans grow thinner when they,"too much rain leads to flooding
",0.0
Transpiration,"a command base is like a control center
",0.0
"What will, for all intents and purposes, never run out?","gasoline makes cars move
",0.0
Which of these animals could keep itself warmest?,"a slash is a wound
",0.0
A pond of frogs once contained,"boiling produces bubbles
",0.0
"a couple sits on a meadow enjoying a nice picnic, when something runs by with a terrible smell. what could it be?","the earth is a globe which circles the sun, a star, once a year
",0.0
"Consuming from an aluminium container, a human is likely enjoying","a bulldozer breaks down a building
",0.0
Which can happen during an experiment that might be dangerous?,"melting ice is a phase change from temp
",0.0
"If something is able to grow from a kernel and insects assist in reproduction, then it is probably a","sand is small rock particles
",0.0
"Mothers have many roles, one of which is","watching is making observations
",0.0
"if a bush fire breaks out without human action, what might have happened?","TV was invented was invented on earth.
",0.0
An inexhaustible resource could be,"traveling cars are moving
",0.0
Catfish are what,"boiling produces bubbles
",0.0
A crust is a portion of,"A rusty knife is a chemical reaction.
",0.0
A prickly pear absorbs nutrients from,"as an object losses it energy it becomes colder
",0.0
Animals help with seed dispersal due to the seeds from the fruit they eat being,"boiling produces bubbles
",0.0
Who stalks dragonflies south?,"electricity needs metal
",0.0
We can calculate a speed if we know a number of,"boiling produces bubbles
",0.0
A stereo can run on converted energy through,"boiling produces bubbles
",0.0
A consumer is unable to produce its own what?,"zoos hold animals outside of nature
",0.0
What does an object need to reflect towards the eye to be seen?,"less water means water has been evaporated
",0.0
A mechanical device requires 420 J of work to do 230 J of work in lifting a crate. What is the efficiency of the device?,"zoos hold animals outside of nature
",0.0
A computer needs what to be functional,"a slash is a wound
",0.0
At first glance the car seamed very small but just before it hits a person it will appear,"layers on top of each other form mountains
",0.0
"A person wanting to avoid polluting the air will, when considering vehicles, choose","a mouse is a prey to a cat
",0.0
"Science fact: as the sale of a product decreases , the amount of money made by the person selling that product will decrease.  However, sales could possibly grow with","zoos hold animals outside of nature
",0.0
Which is likeliest to make noises from its mouth?,"truck beds are open to sunlight
",0.0
Rain also occurs in other places like,"zoos hold animals outside of nature
",0.0
A pony is living in a small barn and its owner dies and the pony is unable to fend for itself. The pony dies because,"as an object losses it energy it becomes colder
",0.0
which of these need to be present for a tectonic plate movement,"remora fish are symbiotic with sharks
",0.0
Some Eagles might even consume,"boiling produces bubbles
",0.0
A lizard has young,"ice is frozen water
",0.0
Overeating,"slamming the breaks causes the car to skid
",0.0
Which of the following actions can make electrical energy brighten your room?,"Rubbing knees causes friction.
",0.0
"Switches can be used to cease electronic energy flow, such as when","fridge decorations are magnets
",0.0
Jackrabbits excel at staying cool because of,"a slash is a wound
",0.0
At first glance the car seamed very small but just before it hits a person it will appear,"AM and PM represent day and night
",0.0
Glaciers doing what has a negative impact on the glacial environment?,"zoos hold animals outside of nature
",0.0
Which of these allows humans to walk around?,"sand is composed of silica
",0.0
"if a television stayed on for a prolonged period, what kind of energy might be a byproduct?","hydro mechanical wearing means cutting with water
",0.0
Rubber will keep,"echoes are caused by sound waves bouncing off surfaces
",0.0
"If the source of a bean is very far away, and the bean becomes a source for another, separate bean, then the original bean was","lakes are bodies of fresh water
",0.0
"If a room is going to be humid, or dry, depends on how much water vapor is in the air, so if a room wants to be humid","Hurricane Harvey dumped heavy rains on Houston which caused flooding
",0.0
Puerto Rico experienced many landslides due to Hurricane Maria in,"zoos hold animals outside of nature
",0.0
A person is going to run around a circle and wants to use a stopwatch in order to _____ time,"zoos hold animals outside of nature
",0.0
when the earth's plates grind against each other it can be detected with a,"zoos hold animals outside of nature
",0.0
A person in a cold environment that needs to produce heat could,"zoos hold animals outside of nature
",0.0
"A man is at the beach and is napping in the sun. He falls into a deep sleep and forgets to wake up. After hours of this, he","precipitation may be snow
",0.0
If a baby needs to have milk every hour and is only given it every six hours,"it takes millennia for canyons to form
",0.0
dissolving sugar in water will cause it to,"feathers warm penguins
",0.0
What is made of minerals?,"a car is propelled by gasoline
",0.0
glucose causes food to taste,"a hot engine makes surrounding materials hot as well
",0.0
"In order to assemble a bike, the following are needed with exception of?","zoos hold animals outside of nature
",0.0
Hummingbirds gather nectar using their,"boiling produces bubbles
",0.0
What fails to work during a power outage?,"the bat is hitting the ball
",0.0
A bee will seek out a plant that advertises its,"a bright clear day implies sunlight
",0.0
A new walnut tree sprouted up 200 feet away from the nearest other walnut tree.,"valleys were formed by rock folding
",0.0
The bee provided a valuable service to the,"less water means water has been evaporated
",0.0
plants gather their nutrients from the,"boiling produces bubbles
",0.0
A bat may use echolocation to,"a slash is a wound
",0.0
How would a runner measure speed?,"water comes from water sources
",0.0
"Humans have the ability to change how much they weigh, but we cannot change how tall we are because that is","boiling produces bubbles
",0.0
Food is less risky to consume when,"zoos hold animals outside of nature
",0.0
Losing which of these would make it hard for a wolf to satisfy hunger?,"boiling produces bubbles
",0.0
"Cells can make up components of prisons, jails, holding areas and","chunks are filtered out of water
",0.0
What is least likely to exchange damage from heat with it's surroundings?,"a car weighs around 5,000 lbs
",0.0
Scrubbing a toilet is,"zoos hold animals outside of nature
",0.0
safety goggles are used for protecting the eyes during,"boiling produces bubbles
",0.0
Special tissues in plants transport minerals throughout what?,"asteroids enter to atmosphere to make craters
",0.0
If I wanted to transfer warmth another being I might,"higher elevation areas are more likely to have snow outside of winter
",0.0
Two wheeled conveyances are held together by,"boiling produces bubbles
",0.0
When we made some confetti it differed from the original sheets of paper in,"temperature is natural
",0.0
Seeds can be found inside an object often seen on,"Independence Day is in summer when there is more daylight
",0.0
An inherited characteristic from my dad is,"a bike requires no fuel
",0.0
An example of something that contains sugar is,"wind powers things
",0.0
"A person turns a flashlight on and points it at a cut stone, which results in","pollinators help a flower reproduce
",0.0
seeds are often found inside a,"zoos hold animals outside of nature
",0.0
"If a dog is hunting, then","bread getting harder is a chemical reaction
",0.0
"Unless the animal is native to a cold climate like Antarctica, it is going to need to stay warm enough in winter so it","dead is opposite from birthed
",0.0
"A needle lined with magnets will pull north. If north is to the right and you want to go west, you'd walk","peppers left in the sun absorb sunlight
",0.0
High temperatures can be caused when which is exposed to heat?,"zoos hold animals outside of nature
",0.0
As our globe makes a complete quick cycle it can and does see the passage of,"zoos hold animals outside of nature
",0.0
Special plant tissues transport what throughout the plant?,"zoos hold animals outside of nature
",0.0
"Consuming from an aluminium container, a human is likely enjoying","loam is a type of soil
",0.0
A person who hunts lions down for trophy prizes contributes to their species',"boiling produces bubbles
",0.0
